,text,Rating,word_count,char_length
6836,"best trip taken, read lot reviews taking trip half guests wonderful time half miserable, happy say group traveled nothing great things say riu resort, traveled husband couples minnesota, age range 27-30 years old, wanted escape spring break crowd commercialized, not disappointed, staff riu naiboa wonderful, rooms cleaned stocked pepsi beer, n't forget leave couple bucks small gifts maid, really appreciate work hard, desk staff mediocre, bartenders magnificent, moises ricardo favorites, ready serve entertain, tip boys treat right, animation staff kids teenagers adults entertained, convinced boom boom crew sleep, great, beach far highlight trip, beauty not expressed words, going, pools great, naiboa largest, great tossing frisbee swimming laps, bamboo taino swim bars constant entertainment pool, hung taino pool right beach, went boogie boarding fed fish feet shore, love bread eat bananas, rooms n't special n't, odor got used days, heard people airport no matter stay punta cana beds like bricks, thirty year-old backs survived week nice soft beds home, second highlight trip people met, real culture shock not anticipating, american minority, say 20 20 canadian 60 european, ready language barriers, n't problem group, friends group england hung week, miss greatly thanks benny jets, suggest brushing spanish little, glad did.tips woman1, bring swim suit, live them.2, american 110v electric plugs big-end plugs hair dryer wo n't work outlets.3, bring small gifts staff children, left jewelry candy toys lotion crayons little money day maid.i gave bartender mardi gras beads night acted like million dollars, tip staff, wonderful people.for men1, n't forget long pants closed toed shoes evening meals.2, drinks poured lot stonger home, beware, honestly think people report sick, all1, n't drink tap water, water resturant fine jugs room purified water.2, bring 100 dollar bills couple, need tips not expected buying caribbean street beach dominican marketplace, aware use larger bills pay change pesos, 3. open mind, poor country paradise portion, miles nothing, dominican people rely going, deserve respect thanks wonderful service.thank riu staff wonderful people met, trip memorable experience.leah kyle minnesota,  ",5,328,2231
6842,"oh yes beachthe beach beautiful long winding, white sand, clear blue water, adventurer walk beach 1/2 hour direction glad did, snorkeling pretty good beach, lots coral reefs swim, food underwater camera, saw incredible fish, definitely lotion neck sun cranks, right beach couple hotels bars buffets, use, cool, poolnaiboa trafficked certainly quietest pool area riu chain, n't forget all-inclusive couple hours everyday pool staff cranks loud opinion cheesy fun island music gets activities going, not kids nice, foodthe food great stick dominican dishes pastas, fish chicken dishes awesome, ate night leaving little checking restaurants, drinks, bars, right beach, drank frozen blends dr. funk pina coladas sort thing, little weak fine really want little freshed drunk, day night work buzz, rooms stocked heard rum gin beer sodas, local beer quisqueya not sure spelling, excellent, better american beers sure, looped, started nice, demographici american, tourists european, works dominican, fun meet people different places new faces, americans minority sure, spanish help easier not essential, fo europens met knew little english, n't surprised damn american-centric, sensed travelers couples families not necessarily little kids, tennisthere outdoor hardcourts use free clay courts connected main riu hotel pay, clay courts looked like good shape, played hardcourts, painted light blue lined white making hard track ball, courts usually better making reservation, lighted night not sure works, no plays day hot sunny, evening play better courts shade, lot water no water close courts.overall excellent time, carribean vacations consider good value, clean comfortable,  ",5,242,1672
6859,"loved minute wife stayed excellence oct 15-22. celebrating 25th anniversary overseas trip really did n't know expect, talked family friends dr did research resort trip advisor, thank lord n't planned nicer trip, loved minute excellence heartbeat could.all reviews read prepared trip airport resort, roads bumpy driver coco tours did nice job avoiding potholes, remember bonine susceptible car sickness, driving countryside interesting, wife thinking mistake destination choice entered gates excellence, stopped way excellence couple resorts drop couples resorts did n't compare excellence, grounds excellence beautiful kept, greeted friendly faces w/ cold cloth drink, guided folks excellence club, did excellence club package thought worth, food drink day preferred, ricardo johan ana roberto magdilina carlos really family week, help problems w/ expedia excursions appreciated, n't make stay excellente, nice touch prepared bubble bath awaiting returned room dinner night, staff members courteous helpful greeted smile, room great, spacious nice little patio hammock yard, high bushes privacy, room clean cool bed comfortable.at excellence little want, plenty daily activities, wife celebrate second honeymoon enjoy relax, perfect place, said grounds beautiful different kinds flowers dotting walking paths, birds butterflies, beach great big quiet place chill, water warm little rough stated reviews beach right bend little way wade calmer area, wife did occassions area, pool spacious kept, like people stayed pool week, yes did early best spots floating rafts, problem towels excellence club none rack, weather n't consistently beautiful, 88 degrees refreshing breeze ocean nights comfortable.the food fine, bland person comes food not hard, really enjoyed buffet breakfast toscana lasagna oregano, meals toscana grill, wife enjoyed different seafoods, food beach lunch day great, excellent pizza, did excursion 1/2 day safari enjoyed watching coffee cocoa, highlight 1/2 hour boogie boarding beautiful beach nearby, overall wife no complaints, excellence experience eveything prayed,  ",5,292,2091
6860,"honeymoon heaven, husband honeymooned excellence punta cana 10/20/08 10/27/08 time lives, reviews site rave resort ones n't little worried prior arrival, blown away.getting therewe reserved private taxi 70 way worth no stops, driver holding sign airport easy, ride took just hour roads really bad couple spots just potholes, not nearly bad make, course bus feel bumps, arrivalwow impressed, entering resort gorgeous lobby water fountains open air veranda lots comfy seating areas beautiful colored glass decorations, checking immediately went concierge start booking honeymoon package items, worked yousaury super friendly attentive feel guests resort.roomwe oceanview honeymoon suite 2nd floor building 14. room beautiful bed really comfortable, husband pilot usually trouble sleeping hotel beds slept week, couple minor maintenance issues week reported desk fixed time came room, impressed hotel staff called room make sure satisfied.amenitieswe did n't stay excellence club did n't really feel need, felt like superstars regardless, grounds beautiful pools amazing swim-up bar place, beach maintained, spent time spa awesome, excursions/activitieswe paid oceanfront couples massage bit pricey ambience n't beat, sunset ocean breeze end hour greeted champagne chocolate covered strawberries, euphoric feeling moment groggy great massage ocean waves crashing chocolate melting mouth.we spent time sports bar playing ping pong tennis, nice spend little time away pool beach.we did biking horseback riding included package paid extra zip line tour scuba outing catalina island, really fun worth money, honeymoon package did private dinner beach romantic, served lobster steak waitstaff amazing birthday day awesome yousary concierge desk surprised birthday cake, trio guitars/singers terrific sang love song spanish.foodthis area reviews worried, ate dinner restaurant grill agave live tx figured steak mexican food home happy chez isabelle barcelona toscana 3. lobster house really good too.peoplethe best thing resort staff, friendly helpful trip memorable, like recognize felt went yousaury check-in yousaury person met, little confusion honeymoon package yousaury sorted smile leaving face, instead issue turning got week bad start professionalism friendliness knew work, felt like really cared, personally followed phone maintenance items room fixed immediately husband secretly worked yousaury plan birthday surprise, came room birthday hanging pool room decorated balloons sign saying happy birthday kristine headboard card yousary, cake arranged beachfront dinner surprise husband, day called room make sure birthday gone, just wonderful person work trip special.franklin manuel franklin manuel work dive center scuba instructors, husband certified trip diving excursion, did training session manuel pool friendly fun feel like going okay, day trip husband did dive advanced group beginner group franklin manuel, went ear hurt really bad came, afraid n't able dive, franklin came gave pointers encouraged try, stayed rope manuel hold hand entire dive 40 min, nervous went way make sure felt safe secure, husband marine dove world spoke franklin dive, tell franklin world class professional, left dive n't absolutely certain good hands, told care mi amore certainly did, bus boat rides tons fun music dancing, stand-up guys perfect balance professionalism fun elisa great volley ball hostess, playing games sand tired sand covered run water asked, fun great help courts shows, friendly eager say hello, great representative resort.winey spanish lessons early morning time volleyball courts work stage late night shows great personality friendly smile feel welcome, hard worker genuine person.mr, morales regal professional discrete perfect face resort, works check counter takes care problem need handled, pleasure work,  ",5,541,3828
6864,"super, husband just returned 20th anniversary stay excellence resort october 18 25 2008. places generally like try different location/resort time time sworn, want touch points people n't mention, booked travelocity not, originally booked dreams resort decided switch day reading reviews realizing fair children, not flexible trip insurance charged huge fee change, transportation prieto tours hotel definitely recommend, yes roads bumpy long ride traffic straight romancing stone, buses size buses air conditioned, did n't feel nearly bad read reviews want comment suggest pressuring hotels understand responsible roads come directly resort area notice roads closest airport federally funded believe no worse carribean country.we stayed standard garden variety room no pun intended told overlook mountains garden pool beautiful pool view large resort grounds pretty easy, restaurants bars dining choices, thought restaurants absolutely great, favorite meals bad, cook outs beach great, resort large arranged large span beach having small beach resort deep guests long way walk beach, really liked appreciated easy access large beach soft clean sand, resort clean noticed staff working cleaning bottoms chairs plants corners, tile flooring mopped everyday requested new sheets times dragged sand bed feet, nights room decked towel animals rose petals, overall thought dominican people nicer harder working, staff helpful happy, level poverty witness outside resort pretty dramatic, feel pressured tip want, fun did zipline adventure worth, rest time indulged resort activities, took advantage free horse riding say ride included did 3 days not charged, did yoga classes free water therapy spa n't want spend money massages, want not cheap daily specials, difficulty finding chairs ideal spots pool beach, no resort floating mats make happy did not problems finding finding person let theirs not folks pool noon, gym exercise class room fabulous good smelling luxurious, n't miss, excellent value romantic place visited,  ",5,293,2020
6866,"excellent holiday, stayed excellence punta cana 16 days 27 september 13 october wonderful time, 4th time hotel just can__Ç_é_, years seen changes like comments holidays garden view room 2nd floor, room cleaned everyday maid place flowers room time time, minibar refilled everyday really nothing complain room, foodduring stay menus agave chez isabelle changed, agave favourite restaurant love ambiance inner court building makes feel like mexican hacienda, loved new dishes agave think menu improved lot, hand bit disappointed chateaubriand taken chez isabelle menu years favourite dish, clearly say agave favourite restaurant followed toscana great food, boyfriend die tartufo steak pasta good, oregano does great pizzas good food grill spice not asian food, did not visit lobster barcelona, overall clearly state love food excellence breakfast lunch dinner honestly speaking not understand somebody not like food.we met executive chef couple times, german came little chat german think does great job.drinksyou want not save alcohol, try drink day highlight, beer drinker not disappointed, local beers like presidente numero 1 said dominican corona good, surroundingsthe beach just great reasons return hotel, sea pretty crazy couple days not allowed far, think people drinking alcohol early mornings good not allow, hotel area looks nice new jogging path lot different plants, looked beautiful, entertainmentthe entertainment shows night year, seen say make slight changes programmes, okay favourite perfect couple just funny, casino closed second week renovation work probably better did not spend money left buy souvenirs, staffthe staff excellence certainly hotel__Ç_é_ biggest asset, really make comfortable lots people recognized, not receiving smile, especially like mention antonia favourite waitress lunch years, unfortunately time did not lot come say words, waiters bars great job ready joke, domingo daniel altagracia kenny mention just favourite josÄ laugh, definitely not like comment entertainment team, spent lot time like friends, working long hours starting early morning finishing 1 disco, julio supervisor, working hard did not break ages, joel juan carlos did great job keeping everybody entertained, biggest thank girls laugh everyday, ines convince boyfriend dance merengue half week, elisa just started recently animator did excellent job, special mariel__Ç, recognized immediately day arrival, just baby 4 months ago sees baby son way cute weeks, ask glad pictures, finally johanna boyfriend impressed good dancing, mainly possible boyfriend meantime understands lot spanish talk spanish, hard say goodbye lot hope stage, overall great time excellence hope sooner later,  ",5,389,2701
6867,"absolutely perfect way, excellence excellente, wife went excellence resort anniversary week october, let say explanation negative comments resort personality rater, fabulous resort, attended staff attended details n't thought, room ocean view junior suite 1106 beautiful view ocean private balcony, room clean comfortable air conditioner worked fine, did pillowtop mattress cover mattress little firm taste perfectly fine, room service prompt delicious, minibar refrigerator went blink middle week staff special efforts bring cold beverages replaced new 24 hours, grounds immaculate stunningly beautiful, lot activities going inclined comfortable beach beautiful friendly staff brought drinks laughs entire week, hardest working consistently cheerful people met, like acknowledge notch attentive simply joy week, room attendant maid, lucia kept room spotless special efforts set romantic tone anniversary towel art flower petals drawing hot bubble bath occasions, resort couple servers really stood, altagracia ramona elefet ely spent time helping mangled spanish french, brought extra sunshine smiles time appeared loved talking, especially enjoyed talking ines spent evening conversing comparing cultural aspects respective societies, feel really lasting friend ines stay touch, bartenders really stood remembering greeting wth smile joke favorite drink memory, try cocoloco, amazing talking fun entertaining, names daniel manuel eduard, different personalities great fun, like stress really want maximize enjoyment time learn simple spanish phrases, staff speak english great fun learning speaking spanish staff appreciate, commented facilities wonderful wo n't repeat, restaurants good ca n't comment lobster house spice did n't spoke highly, special anniversary dinner chez isabelle awesome, favorite dining experience soirees held beach plaza, wish restaurant devoted dominican cuisine good, try goat, yes said try goat, nightly entertainment good lots fun, cares lip-syncing 70s 80s, performers quite good choreography, circus exceptional, finally want special mention saxaphone player domingo, played various locations evening, best sax players heard music mesmerizing particularly sweet dominican sea breeze surf background, ca n't say music enhanced trip, beautiful romantic soulful, making lot money states, friendly smile took time talk, came departure day, purchased cds family used music accompany video slideshow pictures, beautiful memento cherish time excellence punta cana, wish 10 stars, notice punta cana resorts rated highter n't forget allow kids, excellence adults wonderful relaxing romantic get-away, guarantee impressed, ca n't wait return, oh way mosquitos easily repelled 25 deet repellant, did n't single bite wife did n't wear repellant just stayed close did n't bite, people got chewed pretty good attempting use organic repellants, usually mosquito magnet alabama happy not getting eaten, resort staff fogged grounds twice not intrusive just way 5 minutes evenings entire week, help mosquitos, resort, people facilities absolutely amazing,  ",5,422,3073
6871,"excelente, husband thoroughly enjoyed time punta cana, little want doing little possible ideal choice, arrival greeted cool champagne washcloths smiling faces gorgeously landscaped resort, taken nicely air-conditioned oceanfront room beautiful outdoor terrace jacuzzi maintained twice-daily basis, pleased beautiful pools included floating mats swim-up bar best pina coladas mudslides coco locos tasted, martini bar favorite, beach covered soft sand plenty chairs beds benches hammocks relax watch beachside weddings place, come freshly baked pizza, waves large did n't swimming ocean atlantic just fyi, 5-6 different restaurants right resort, favorites included toscana includes personalized omelettes skillets breakfast food possibly imagine agave cheery mexican restaurant incredibly talented mariachi band tasty fajitas guacamole right, hurricanes hannah gustav managed away 2 days rain, room started flooding rain whisked away room nice dry, rest time included beautiful sunny weather say mosquitoes relentless, night heralded type michael jackson favorite 70s 80s circus magic, enjoyed distance no problems resigning private room enjoy little mini-bar oreos peanuts crackers soft drinks beers cuban cigars, loved variety served room service menu utilized snacks, recommend bringing toiletries/medicinal items, possible avoid highway robbery small toothpaste, far honeymoon package goes not add, massage package 15 great experience, romantic dinner restaurant n't special rose petals table, dinner beach extra 150, warning book transportation resort travelocity print travel voucher, mentioned rides resort definitely nauseating bring dramamine, mentioned certainly ways entertain ziplining horseback riding team sports dancing karaoke, quiet relaxing privacy want, overall rate experience excellent,  ",5,238,1807
6887,"awesome vacation let just start saying read negative reviews resort ignore, people just not pleased just stay home.my wife 30 inclusive vacations mexico dominican, overall best inclusives to.the beach beautiful clean, yes waves water nice warm clean refreshing, plenty places sit beach sun shade, loved beds hammocks beach.the main pool excellent, huge clean, want good spot pool suggest getting 8:30 10:00 a.m. smaller pool waterfall really want peace quiet, drink service pool non-stop pool bar fun.the food great, not pleased breakfast pleased lunch dinner, lazy not want leave pool actually deliver small pizza pies poolside wife loved, pizza actually decent, want sit lunch lunch buffet great, plenty choices good food, room service good 24 hours.there places eat dinner, favorite mediterranean amazing paella wife favorite french restaurant, guys bring pants not wear shorts restaurants, mexican italian chinese great, place did not eat lobster house heard not great, bbq outside friday really good, nice sit outside enjoy beautifull atmosphere.the staff resort hands best, people work hard make vacation amazing, bring money tip staff really deserves, remember small money goes long way there.the shows night great, inclusive places cheesy entertainment, not excellence, shows start 10:00 night great, pre post entertainment fantastic music, wife did horseback ride 30 minutes free resort, loved it.i played golf la cana golf resort booked concierge, long ride worth, course beautiful right clear blue ocean.there leaving, not complaint resort, best seven days nights away real world, not regret, excellence heartbeat,  ",5,241,1627
6891,"excellence resort 10th 11th trip punta cana, stayed excellence resort times, years ago discovered dominican republic vacation holiday returned average twice year, stayed sunscape resorts allegro resorts melia, far excellence resort best, stay excellence club, cost little think vacation, beach outstanding swimming pools great, reason coming excellence resort staff, roberto manager excellence club wonderful person really want s make sure excellent vacation, wife spend majority time hanging beach, stack books just relax, plenty activites want engage, say staff hotel fantastic, juan excellence club makes great drinks, pool bar staff great resort seen staff stayed year year, good sign treated, strongly suggest stack dollar bills tip bar tenders waiters couse housekeeping staff, people work hard money make, kind word really want good vacation.our room upgraded ocean outstanding view, great, visit room faced gardens nice, like sleep shower room having ocean view really nice, room service bring coffee morning sit balcony enjoy hot cup dominican coffee, sitting beach day return room ready dinner sit balcony drink ice cold beer mini bar included room, note american n't wear baseball hat eating, time use fork like mom showed n't shovel food face eat buffet, ask just miles away county named hati peope eat dirt stay alive, grateful afford wonderful holiday, treat people yes staff respect n't wave finger thier face blue streak roll buffet shirt expect staff seat sweaty butt nice chair, closing say staff resort best stayed trips punta cana, return bet december likely, course stay excellence club, kind staff.matt carolyn,  ",5,248,1635
6892,"world__Ç excellence 14 nights, excellence hotel appeals absolutely place life tranquil, arrival greeted cold towels glass chilled champagne__Çî__he perfect start pure 5 excellence 14 nights, room amazing 4 poster bed large jacuzzi bath standard, turn service 12 14 nights occasions filled jacuzzi left floating rose petals, leave daily newsletter great way keeping touch going on.breakfast incredible greeted display champagne ice bucks fizz smirnoff vodka tomato juice bloody mary, enjoyed smoked salmon bagels caviar freshly prepared pancakes omelettes smoothy bar incredible.the pool thoroughly cleaned everyday pool bar service amazing, hotel provides fabulous blue floating mats like lilos communal use asked guests guest harmony__Ç leaving mats pool__Ç, guests ignored stay selfishly kept mats sun beds weren__Ç_é_ using them__Ç, people did followed not guests got enjoy real shame, red flag flies everyday beach small black flags sand sea incredibly choppy waves strong care, venture sea outside designated area security staff blow whistle ask come, beach risk best swim designated area strong swimmer, pre-dinner drinks martini bar fantastic amazing saxophone player, drinks named brands 8 la carte restaurants evening feel like dining difference place night, tried restaurant french came best foie gras chateaubriand steak tasted, thing say strong mosquito spray, took mosquito__Ç_é_ not ended buying pharmacy not cheap, shops general overpriced toiletries think need, truly excellent hotel worth money absolutely no complaints,  ",5,218,1539
6896,"a+ vacation wife just recently retured 5 night stay excellence resort punta cana dominican republic, n't going write review feel address unfair comments read tripadvisor prior vacation, credentials simple, stayed dozens all-inclusive resorts mexico carribean gone cruises.entry country easy little no hassle, 10 entry fee person, entry card person collect steps away ride resort excellence farthest resort airport, went directly resort no stops took hour, roads not nearly bad claim driver courteous.check-in check-in breeze, easy comunicate desk spoke good english, opinion no reason upgrade rooms, rooms saw nice spotless, upset reviewers took pictures small rust spots sink showers, real.room nice important spotless, ammenities needed including hairdryer actually dried hair, big tippers left maid 5 small gift day, food biggest issues past reviewers, excuetive chef marvelous german man concerned quality food presents, points consider supervises cooking breakfast lunch dinner thousands people day.- cooks nationalities pallet own.-he incorporates meals local fruits vegetables items grown raised locally.- 7 different theme restaurants charge of- married job certainly choice wife spoken thought food best experienced all-inclusive resort, quality variety food just amazing.activities choose chose horseback riding, blast, activity people work hard involved, favorites alexandria inez 2 people forget, grounds pool service, pretty way travelors described thing like mention, opportunity meet visit workers carlos manuel, impressive young men met, happy day carlos insights life, carlos pleasure meet honored son like you.hola excellence love jose beckey,  ",5,229,1663
6909,"super excellente stayed 20th february 5th march 2008.we travelled family english people.we garden/mountain view rooms building 11.we room 11111 yes ones easy remember 11706.the rooms good spacious clean presented.the maid did good job.the mini bar restocked everyday turn service excellent.we got towel art regulary.both rooms looked ponds fountains lots coconut trees tropical plants.when came rooms end evening liked watch flies flying lights distance seen before.the grounds maintained saw mess.the flamingoes parrotts ducks chickens turkeys lovely youngsters.the security good regular patrols day night.the restaurants good.we thought agave fun merengue band playing you.we liked toscana spice barcelona lobster grill.we did not chez isobel oregano.the pool great maintained day cleaned night.the main pool massive upscale.the drink service brilliant drank beer sammy sosas miami vices lots water.the pizza delivery man came chair lunch time.it great did not change lunch did not want too.you small sandwiches sol bar.the beach good ocean rough maintained.the drink service good well.we walked beach everyday nice area swim in.the shows ice breakers good.our favourites dominican circus international magic course micheal jackson, went disco twice good entertainment team good dancers fun.we listened danced alot domingo music lobby plaza santo domingo.we danced merengue bands domingo not working.while entertainments going evenings supplied favourite drinks white wine champagne drambuie water hot tea, hotel staff fantastic really nice.we like thank all.some really special went extra mile.if thinking going stay hotel hands air go.it wonderful,  ",5,229,1654
6911,"fantasy island wife just returned fron dream vacation feb23-29 excellence punta cana, wished experienced, arrival beautiful clean puj airport calm organized delightful breeze blowing building, did not long clear customs luggage, outside bus hotel, ride took hour quite bumpy sections road enjoyed sight seeing tour, drove small towns saw dwellings people lived, real culture lesson, arrived hotel received cool towel glass champagne, check smooth, asked desk clerk upgrade garden view room pool view, happy accomadated graciously accepted tip, room building 6 beautiful clean spacious balcony overlooking huge pool swim bar, splendid, refrig stocked everyday plenty beer water soda, bottle champagne wine ocassion, nice mix guests ages canada america europeans, grounds pools beach kept immaculate, no seaweed soft sandy beach, ocean water gorgeous crystal clear, enjoyed sound waves crashing shore, refreshing breeze ocean sunbathing comfortable, no problem claiming lounge chair beach 10:30a.m, plenty towels located various racks pools beach, weather excellent sunny everyday brief passing clouds welcome, temperature low 80 day low70 night, brief shower day, choose not use ac chose open balcony door let ocean refreshing breeze, no bugs flies speak, food good variety pick, impossible not did not like, breakfast sit lobster house buffet style toscana, lunch time eat inside grill beach specials day.such things hamburgers chicken hot dogs local specialities prepared beach, individuals pizzas passed beach, varieties restaurants dinner, no problems getting served quickly meals delicious, entertainment night enjoyable, ages entertaining, bars open great tasting drinks liking, beach service unbelievable beach specials served day, best bar cafe kafe, hats pedro special efforts, yeah sosa drink, help friendly appreciated deserved tip definatley return dream vacation excellence fantasy island,  ",5,269,1903
6925,"wonderful honeymoon hotel loved resort, stayed 7 nights perfect, payed little extra excellence club, check-in check-out separate club efficient regular check-in check-out, greeted arrival told concierge immediately taken excellence club, gave champagne cold washcloths signed piece paper taken straight room, easy, did n't really use excellence club rest week, member eat breakfast breakfast served main restaurant, used free internet club, private concierge 24 hrs day help needs, helpful gracious, got ocean view room, did n't honeymoon package n't imagine treated better, housekeeper turned bed day, restocked mini bar fridge day, jacuzzi tub separate shower huge king-sized bed fresh fruit daily apples pears balcony overlooked ocean pool, comfortable clean beautifully decorated, asked, pools amazing, large pool winds resort, crossed bridges surrounded beds chairs swim bar plenty rafts float, waterfall pool people, good place away, romantic, thing did n't like pools close 6pm cleaning, resort quiet, wanted recluse entire week no bother, room service menu excellent especially desserts, milk cake favorite, ton activities, impossible bored active person, did horseback riding atv ride boogie boarding snorkeling, cost little extra reasonable especially compared things cost states, did horseback ride sunset, beautiful, guide gracious pictures camera, atv ride hours long, went mountains past bunch farmland nearby towns beautiful cave middle town, interesting informative way dominicans actually live, majority poor, guide obviously proud country stopped road point interesting, rained couple times minute, actually rained day little afternoon rest day weather gorgeous, imagine atv ride hot uncomfortable middle summer b/c no shade road, boogie boarding alot fun, waves october perfect, cheap, like 5 hour, snorkeling bit failure, sure n't windy day, boat takes small person got sick, reef not cove middle ocean water rough day went, came early b/c 3 6 ppl group hanging boat, did look water minute reef fish absolutely gorgeous, seven restaurants pick italian french mediterranean asian mexican lobster grill, did n't visit asian mexican ones, fabulous, italian favorite, atmosphere french place romantic, wine list excellent, waiters gracious, entree servings tend smaller american portions order appetizer, order entrees, all-inclusive, look resort flyers ahead time room day plan dinners b/c restaurants close certain nights, breakfast amazing, huge buffet imagine, smoothies custom order omelets omelet station, delicious, man playing piano breakfast morning, beautiful way wake start day, lunch ate grill, good, offered extra fee candlelit dinner beach, did n't taking advantage time, did n't b/c lot gnats beach time evening, beach gorgeous, untouched, prettier florida way crowded touristy waikiki, no trash no kids no seaweed no jellyfish no rocks, sand n't hot wind light breeze, water temperature perfect october, clearest water seen, compared florida hawaii, cocktail waiters served beach bring wanted eat drink, beds beach curtains privacy, ones end boogie board shop quiet night, immediately outside resort little souvenir shops set near beach, shops left prepared haggle, man literally begged buy got offended did n't, liked shop end, facing ocean right, resort hour taxi ride punta cana airport, easiest set taxi ahead time, resort arrange, overall time dr absolutely wonderful, plan anniversary trip someday, all-inclusive talked people resort said excellence punta cana best island, taxi cab driver told thing, thought food amazing all-inclusives known having average food, people talked all-inclusives including sandals said food excellence resorts average, prepared say hola excellente asks doing, wo n't lying,  ",5,540,3744
6936,"addicted, time resort, time loved hotel surroundings, decided year come, mainly americans hotel did not meet europeans, stayed excellence 14 days 1st october 15th october day just great, let start beginning arrived greeted welcome home receptionist really felt like coming home, stayed floor building 6 nice view pool ocean, quite active people not just lay beach nothing, went boogie boarding morning yes addicted waves just great, followed beach volleyball played tennis ping pong billard, just need busy hungry great food changes menus restaurants food good not better, favourite agave really love mexican food absolutely addicted sopa lima, chez isabelle great saying chateaubriand creme br__lÄ.. grill great steaks fillets barcelona not bad, impressed toscana, food compared years greatly improved pasta just awesome boyfriend not tartufo steak, not keen lobster asian food left, minor negative thing say food portions huge, really good eaters, feel bad n't eat hotel beach currently renovations going hotel did not bother, loved room huge jacuzzi minibar, comes beach said absolutely amazing love waves, walk beach hours hours, suggest tennis courts bit uneven not professionals did not bother, staff friendly real asset resort, unhappy face everybody smiling helpful, started martinez omelet cook days start great, cleaning lady did great job room cleaned early came breakfast, special mention josÄ cafÄ kafÄ bar, trying german skills best cuba libres, entertainment comes nightly shows okay really good stay 2 weeks repeated week little minus point, loved best live band played time time, pre-show time just hilarious, favourite couple show__Ç, disco we__Ç_ée just liked boyfriend quite sensitive ears lot noise does not hear properly days, did not want risk music really loud, switzerland limit comes volume music discos guess not used loud music anymore, animation not really need animated say just amazing, chicas inÄs she__Ç_é_ got lot energy great dancer__Ç br/ altagracia lot funny ideas really night lot fun inÄs franklin mariel shouting suizos saw she__Ç_é_ really good volleyball rosmery cutie special, ask cd taki taki song it__Ç_é_ great reminds holidays.the chicos franklin really funny ready little chatrey hombre loco, funny, francisco nice ready chat remembered names start, tried teach german expect speak fluently come, julio 2 years recognized straight away great dancer not bad volleyball besos todos, great holiday going home felt like leaving bunch good friends, really hope weeks october,  ",5,380,2534
6938,"perfect romantic getaway all-inclusive really pleased, n't expect high cuisine food really pretty good overall, really liked dominican/mexican breakfast foods queso frito mangu platanos chilaquiles sorry miss dominican night anniversary dinner booked flower petals table chocolate heart cake cut, negative meal toscana dinner good lunch breakfast italian food so-called pesto ravioli inedible, barcelona/agave nice faves chez isabelle spice ok. lobster house 4 dishes total lobster good expect lagoustines not maine lobster, grill looked nice dinner went choosing repeat barcelona instead roving band restaurant nice atmosphere great, yes airport ride long cool cloth drink check-in ease pain plus ride interesting likely glimpse rest dr u r like left resort.kudos staff, efficiently run hotel minor lapses, didnt anniv, breakfast champagne concierges relatively quick correct, ca n't remember names rey francisco entertainment sure thanks spanish lessions dancing alegria, feel welcome, pedro swim-up bar carlos m pool bars, hosts toscana barcelona/agave struck particularly friendly, loved beach cooking classes beach announcer wakey wakey, mc evening shows que que que, not cheesy expected good fun just relax drink remember long way broadway, said thongs gyrating did n't egregious maybe thong magician assistant tights/stockings, plus men half naked women sleazy near scandalous imo.the surf rough not rough ca n't grew going ocean city md way milder east coast beaches, careful going past breakers rip tide, saw folks kept wave case needed push in.the vendors aggressive timid n't like bargaining stay away, not intimidated good deals larimar local stone dr. oh room quite nice spacious ground floor small table patio good breakfast watching wildlife turkeys peacocks chickens roosters frogs lizards, room 11008 edge grounds heard dog barking kept little far main areas overally extremely quiet preferable tradeoff, add room pix later try,  ",5,284,1947
6941,"best trip read multiple reviews place gave excellence 5 right, wonderful time throughly enjoyed trip, wonderful, rooms clean rest resort, absolutely loved excellence ca n't wait back.first warn shultte ride prepared, little crazy laugh, thought chicago bad drivers different experience, got resort greeted cold wet towels champagne, really neat, edwin desk waited great, asked just gotten married told special honeymoon package free, included okay special breakfast bed n't sure sort egg bagel romantic dinner oine restraunts really nice, romantic dinner grill, building 11 walk desk did n't mind helped burn extra food ate, food pretty good, things definitely different pretty good, breakfast probablly favorite, staff great, really nice polite honestly best service gotten, hard come dinner no near service received, entertainment staff best, really liked favorite rey, playing volleyball doing fun activities games pool, say hi names really liked impressed remembered, fun really enjoyed, entertainment staff great liked francisco lot fun gave dominican said remembered new nickname gave try disco night did n't second night regret, sooner did, thing sure recomend taking tours, took island tour truitner really memoriable trip worth money, really enjoyed, went island prettiest water clear boat.one place food chez isabelle, best did n't eat night, wish tried sooner, steak amazing desserts.one thing not miss michael jackson, slightly michael jackson fan best, tell worked really hard make lot fun, favorite, place right money time work, husband loved really wanted, absolutely gorgeous, relaxing peaceful, got miss, highly recomend resort, excellente,  ",5,242,1659
